id	tokens	ner_tags
72	"['A', 'soldier', 'said', 'they', 'were', 'the', '""', 'best', 'peach', 'trees', 'I', 'have', 'ever', 'seen', 'in', 'the', 'country', ',', 'every', 'one', 'of', 'them', 'bearing', 'fruit', '.', '”', '\n', 'Peaches', 'grow', 'in', 'a', 'fairly', 'limited', 'range', 'in', 'dry', ',', 'continental', 'or', 'temperate', 'climates', ',', 'since', 'the', 'trees', 'have', 'a', 'chilling', 'requirement', 'that', 'tropical', 'or', 'subtropical', 'areas', 'generally', 'do', 'not', 'satisfy', 'except', 'at', 'high', 'altitudes', '(', 'for', 'example', 'in', 'certain', 'areas', 'of', 'Ecuador', ',', 'Colombia', ',', 'Ethiopia', ',', 'India', ',', 'and', 'Nepal', ')', '.']"	[[3], [3], [3], [3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
73	['Most', 'cultivars', 'require', '500', 'hours', 'of', 'chilling', 'around', '0', 'to', '10', '\xa0', '°', 'C', '(', '32', 'to', '50', '\xa0', '°', 'F', ')', '.']	[[0], [0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
74	['During', 'the', 'chilling', 'period', ',', 'key', 'chemical', 'reactions', 'occur', ',', 'but', 'the', 'plant', 'appears', 'dormant', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
75	['Once', 'the', 'chilling', 'period', 'is', 'fulfilled', ',', 'the', 'plant', 'enters', 'a', 'second', 'type', 'of', 'dormancy', ',', 'the', 'quiescence', 'period', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
76	['During', 'quiescence', ',', 'buds', 'break', 'and', 'grow', 'when', 'sufficient', 'warm', 'weather', 'favorable', 'to', 'growth', 'is', 'accumulated', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
77	"['The', 'trees', 'themselves', 'can', 'usually', 'tolerate', 'temperatures', 'to', 'around', '−26', 'to', '−30', '\xa0', '°', 'C', '(', '−15', 'to', '−22', '\xa0', '°', 'F', ')', ',', 'although', 'the', 'following', 'season', ""'s"", 'flower', 'buds', 'are', 'usually', 'killed', 'at', 'these', 'temperatures', ',', 'preventing', 'a', 'crop', 'that', 'summer', '.']"	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
78	['Flower', 'bud', 'death', 'begins', 'to', 'occur', 'between', '−15', 'and', '−25', '\xa0', '°', 'C', '(', '5', 'and', '−13', '\xa0', '°', 'F', ')', ',', 'depending', 'on', 'the', 'cultivar', 'and', 'on', 'the', 'timing', 'of', 'the', 'cold', ',', 'with', 'the', 'buds', 'becoming', 'less', 'cold', 'tolerant', 'in', 'late', 'winter', '.']	[[0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
79	['Another', 'climate', 'constraint', 'is', 'spring', 'frost', '.']	[[0], [0], [0], [0], [0], [0], [0]]
80	['The', 'trees', 'flower', 'fairly', 'early', '(', 'in', 'March', 'in', 'Western', 'Europe', ')', ',', 'and', 'the', 'blossom', 'is', 'damaged', 'or', 'killed', 'if', 'temperatures', 'drop', 'below', 'about', '−4', '\xa0', '°', 'C', '(', '25', '\xa0', '°', 'F', ')', '.']	[[0], [0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
81	['If', 'the', 'flowers', 'are', 'not', 'fully', 'open', ',', 'though', ',', 'they', 'can', 'tolerate', 'a', 'few', 'degrees', 'colder', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
82	['Climates', 'with', 'significant', 'winter', 'rainfall', 'at', 'temperatures', 'below', '16', '\xa0', '°', 'C', '(', '61', '\xa0', '°', 'F', ')', 'are', 'also', 'unsuitable', 'for', 'peach', 'cultivation', ',', 'as', 'the', 'rain', 'promotes', 'peach', 'leaf', 'curl', ',', 'which', 'is', 'the', 'most', 'serious', 'fungal', 'disease', 'for', 'peaches', '.']	[[0], [0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
83	['In', 'practice', ',', 'fungicides', 'are', 'extensively', 'used', 'for', 'peach', 'cultivation', 'in', 'such', 'climates', ',', 'with', 'more', 'than', '1', '%', 'of', 'European', 'peaches', 'exceeding', 'legal', 'pesticide', 'limits', 'in', '2013', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
84	['Finally', ',', 'summer', 'heat', 'is', 'required', 'to', 'mature', 'the', 'crop', ',', 'with', 'mean', 'temperatures', 'of', 'the', 'hottest', 'month', 'between', '20', 'and', '30', '\xa0', '°', 'C', '(', '68', 'and', '86', '\xa0', '°', 'F', ')', '.']	[[0], [0], [0], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
85	['Typical', 'peach', 'cultivars', 'begin', 'bearing', 'fruit', 'in', 'their', 'third', 'year', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
86	['Their', 'lifespan', 'in', 'the', 'U.S.', 'varies', 'by', 'region', ';', 'the', 'University', 'of', 'California', 'at', 'Davis', 'gives', 'a', 'lifespan', 'of', 'about', '15', 'years', 'while', 'the', 'University', 'of', 'Maine', 'gives', 'a', 'lifespan', 'of', '7', 'years', 'there', '.']	[[3], [2], [1], [0], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
87	['Hundreds', 'of', 'peach', 'and', 'nectarine', 'cultivars', 'are', 'known', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0]]
88	['These', 'are', 'classified', 'into', 'two', 'categories', '—', 'freestones', 'and', 'clingstones', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
89	['Freestones', 'are', 'those', 'whose', 'flesh', 'separates', 'readily', 'from', 'the', 'pit', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
90	['Clingstones', 'are', 'those', 'whose', 'flesh', 'clings', 'tightly', 'to', 'the', 'pit', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
91	['Some', 'cultivars', 'are', 'partially', 'freestone', 'and', 'clingstone', ',', 'so', 'are', 'called', 'semifree', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
92	['Freestone', 'types', 'are', 'preferred', 'for', 'eating', 'fresh', ',', 'while', 'clingstone', 'types', 'are', 'for', 'canning', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
93	['The', 'fruit', 'flesh', 'may', 'be', 'creamy', 'white', 'to', 'deep', 'yellow', ',', 'to', 'dark', 'red', ';', 'the', 'hue', 'and', 'shade', 'of', 'the', 'color', 'depend', 'on', 'the', 'cultivar', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
94	['Peach', 'breeding', 'has', 'favored', 'cultivars', 'with', 'more', 'firmness', ',', 'more', 'red', 'color', ',', 'and', 'shorter', 'fuzz', 'on', 'the', 'fruit', 'surface', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
95	['These', 'characteristics', 'ease', 'shipping', 'and', 'supermarket', 'sales', 'by', 'improving', 'eye', 'appeal', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
96	['This', 'selection', 'process', 'has', 'not', 'necessarily', 'led', 'to', 'increased', 'flavor', ',', 'though', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
97	['Peaches', 'have', 'a', 'short', 'shelf', 'life', ',', 'so', 'commercial', 'growers', 'typically', 'plant', 'a', 'mix', 'of', 'different', 'cultivars', 'to', 'have', 'fruit', 'to', 'ship', 'all', 'season', 'long', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
98	['Different', 'countries', 'have', 'different', 'cultivars', '.']	[[0], [0], [0], [0], [0], [0]]
99	"['In', 'the', 'United', 'Kingdom', ',', 'for', 'example', ',', 'these', 'cultivars', 'have', 'gained', 'the', 'Royal', 'Horticultural', 'Society', ""'s"", 'Award', 'of', 'Garden', 'Merit', ':', '\n', 'For', 'China', 'specifically', 'see', 'Peach', 'production', 'in', 'China', '§', '\xa0', 'Cultivars', '.']"	[[3], [2], [3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
100	['The', 'variety', 'P.', 'persica', 'var', '.']	[[0], [0], [0], [0], [0], [0]]
101	['nucipersica', '(', 'or', 'var', '.']	[[0], [0], [0], [0], [0]]
102	['nectarina', ')', '–', 'these', 'are', 'commonly', 'called', 'nectarines', '–', 'has', 'a', 'smooth', 'skin', '.']	[[1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
103	"['It', 'is', 'on', 'occasion', 'referred', 'to', 'as', 'a', '""', 'shaved', 'peach', '""', 'or', '""', 'fuzzless', 'peach', '""', ',', 'due', 'to', 'its', 'lack', 'of', 'fuzz', 'or', 'short', 'hairs', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
104	"['Though', 'fuzzy', 'peaches', 'and', 'nectarines', 'are', 'regarded', 'commercially', 'as', 'different', 'fruits', ',', 'with', 'nectarines', 'often', 'erroneously', 'believed', 'to', 'be', 'a', 'crossbreed', 'between', 'peaches', 'and', 'plums', ',', 'or', 'a', '""', 'peach', 'with', 'a', 'plum', 'skin', '""', ',', 'nectarines', 'belong', 'to', 'the', 'same', 'species', 'as', 'peaches', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
105	['Several', 'genetic', 'studies', 'have', 'concluded', 'nectarines', 'are', 'produced', 'due', 'to', 'a', 'recessive', 'allele', ',', 'whereas', 'a', 'fuzzy', 'peach', 'skin', 'is', 'dominant', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
106	['Nectarines', 'have', 'arisen', 'many', 'times', 'from', 'peach', 'trees', ',', 'often', 'as', 'bud', 'sports', '.']	[[1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
107	['As', 'with', 'peaches', ',', 'nectarines', 'can', 'be', 'white', 'or', 'yellow', ',', 'and', 'clingstone', 'or', 'freestone', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
108	['On', 'average', ',', 'nectarines', 'are', 'slightly', 'smaller', 'and', 'sweeter', 'than', 'peaches', ',', 'but', 'with', 'much', 'overlap', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
109	"['The', 'lack', 'of', 'skin', 'fuzz', 'can', 'make', 'nectarine', 'skins', 'appear', 'more', 'reddish', 'than', 'those', 'of', 'peaches', ',', 'contributing', 'to', 'the', 'fruit', ""'s"", 'plum', '-', 'like', 'appearance', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
110	"['The', 'lack', 'of', 'down', 'on', 'nectarines', ""'"", 'skin', 'also', 'means', 'their', 'skin', 'is', 'more', 'easily', 'bruised', 'than', 'peaches', '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
111	['The', 'history', 'of', 'the', 'nectarine', 'is', 'unclear', ';', 'the', 'first', 'recorded', 'mention', 'in', 'English', 'is', 'from', '1616', ',', 'but', 'they', 'had', 'probably', 'been', 'grown', 'much', 'earlier', 'within', 'the', 'native', 'range', 'of', 'the', 'peach', 'in', 'central', 'and', 'eastern', 'Asia', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
112	['Although', 'one', 'source', 'states', 'that', 'nectarines', 'were', 'introduced', 'into', 'the', 'United', 'States', 'by', 'David', 'Fairchild', 'of', 'the', 'Department', 'of', 'Agriculture', 'in', '1906', ',', 'a', 'number', 'of', 'colonial', '-', 'era', 'newspaper', 'articles', 'make', 'reference', 'to', 'nectarines', 'being', 'grown', 'in', 'the', 'United', 'States', 'prior', 'to', 'the', 'Revolutionary', 'War', '.']	[[0], [3], [1], [2], [0], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
113	['The', '28', 'March', '1768', 'edition', 'of', 'the', 'New', 'York', 'Gazette', '(', 'p.', '\xa0', '3', ')', ',', 'for', 'example', ',', 'mentions', 'a', 'farm', 'in', 'Jamaica', ',', 'Long', 'Island', ',', 'New', 'York', ',', 'where', 'nectarines', 'were', 'grown', '.']	[[0], [2], [0], [3], [3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
114	['Peacherines', 'are', 'claimed', 'to', 'be', 'a', 'cross', 'between', 'a', 'peach', 'and', 'a', 'nectarine', ',', 'but', 'as', 'they', 'are', 'the', 'same', 'species', 'can', 'not', 'be', 'a', 'true', 'cross', '(', 'hybrid', ')', ';', 'they', 'are', 'marketed', 'in', 'Australia', 'and', 'New', 'Zealand', '.']	[[3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
115	['The', 'fruit', 'is', 'intermediate', 'in', 'appearance', ',', 'though', ',', 'between', 'a', 'peach', 'and', 'a', 'nectarine', ',', 'large', 'and', 'brightly', 'colored', 'like', 'a', 'red', 'peach', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
116	['The', 'flesh', 'of', 'the', 'fruit', 'is', 'usually', 'yellow', ',', 'but', 'white', 'varieties', 'also', 'exist', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
117	['The', 'Koanga', 'Institute', 'lists', 'varieties', 'that', 'ripen', 'in', 'the', 'Southern', 'Hemisphere', 'in', 'February', 'and', 'March', '.']	[[2], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
118	['In', '1909', ',', 'Pacific', 'Monthly', 'mentioned', 'peacherines', 'in', 'a', 'news', 'bulletin', 'for', 'California', '.']	[[0], [2], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
119	['Louise', 'Pound', ',', 'in', '1920', ',', 'claimed', 'the', 'term', 'peacherine', 'is', 'an', 'example', 'of', 'language', 'stunt', '.']	[[1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
120	['Flat', 'peaches', ',', 'or', 'pan', '-', 'tao', ',', 'have', 'a', 'flattened', 'shape', ',', 'in', 'contrast', 'to', 'ordinary', 'near', '-', 'spherical', 'peaches', '.']	[[1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
121	['Most', 'peach', 'trees', 'sold', 'by', 'nurseries', 'are', 'cultivars', 'budded', 'or', 'grafted', 'onto', 'a', 'suitable', 'rootstock', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
122	"['Common', 'rootstocks', 'are', ""'"", 'Lovell', 'Peach', ""'"", ',', ""'"", 'Nemaguard', 'Peach', ""'"", ',', 'Prunus', 'besseyi', ',', 'and', ""'"", 'Citation', ""'"", '.']"	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
123	['The', 'rootstock', 'provides', 'hardiness', 'and', 'budding', 'is', 'done', 'to', 'improve', 'predictability', 'of', 'the', 'fruit', 'quality', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
124	['Peach', 'trees', 'need', 'full', 'sun', ',', 'and', 'a', 'layout', 'that', 'allows', 'good', 'natural', 'air', 'flow', 'to', 'assist', 'the', 'thermal', 'environment', 'for', 'the', 'tree', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
125	['Peaches', 'are', 'planted', 'in', 'early', 'winter', '.']	[[0], [0], [0], [0], [0], [0], [0]]
126	['During', 'the', 'growth', 'season', ',', 'they', 'need', 'a', 'regular', 'and', 'reliable', 'supply', 'of', 'water', ',', 'with', 'higher', 'amounts', 'just', 'before', 'harvest', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
127	['Peaches', 'need', 'nitrogen', '-', 'rich', 'fertilizers', 'more', 'than', 'other', 'fruit', 'trees', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
128	['Without', 'regular', 'fertilizer', 'supply', ',', 'peach', 'tree', 'leaves', 'start', 'turning', 'yellow', 'or', 'exhibit', 'stunted', 'growth', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
129	['Blood', 'meal', ',', 'bone', 'meal', ',', 'and', 'calcium', 'ammonium', 'nitrate', 'are', 'suitable', 'fertilizers', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
130	['The', 'flowers', 'on', 'a', 'peach', 'tree', 'are', 'typically', 'thinned', 'out', 'because', 'if', 'the', 'full', 'number', 'of', 'peaches', 'mature', 'on', 'a', 'branch', ',', 'they', 'are', 'undersized', 'and', 'lack', 'flavor', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
131	['Fruits', 'are', 'thinned', 'midway', 'in', 'the', 'season', 'by', 'commercial', 'growers', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
132	['Fresh', 'peaches', 'are', 'easily', 'bruised', ',', 'so', 'do', 'not', 'store', 'well', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
133	['They', 'are', 'most', 'flavorful', 'when', 'they', 'ripen', 'on', 'the', 'tree', 'and', 'are', 'eaten', 'the', 'day', 'of', 'harvest', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
134	['The', 'peach', 'tree', 'can', 'be', 'grown', 'in', 'an', 'espalier', 'shape', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
135	['The', 'Baldassari', 'palmette', 'is', 'a', 'design', 'created', 'around', '1950', 'used', 'primarily', 'for', 'training', 'peaches', '.']	[[3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
136	['In', 'walled', 'gardens', 'constructed', 'from', 'stone', 'or', 'brick', ',', 'which', 'absorb', 'and', 'retain', 'solar', 'heat', 'and', 'then', 'slowly', 'release', 'it', ',', 'raising', 'the', 'temperature', 'against', 'the', 'wall', ',', 'peaches', 'can', 'be', 'grown', 'as', 'espaliers', 'against', 'south', '-', 'facing', 'walls', 'as', 'far', 'north', 'as', 'southeast', 'Great', 'Britain', 'and', 'southern', 'Ireland', '.']	[[3], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
137	['The', 'first', 'pest', 'to', 'attack', 'the', 'tree', 'early', 'in', 'the', 'year', 'when', 'other', 'food', 'is', 'scarce', 'is', 'the', 'earwig', '(', 'Forficula', 'auricularia', ')', 'which', 'feeds', 'on', 'blossoms', 'and', 'young', 'leaves', 'at', 'night', ',', 'preventing', 'fruiting', 'and', 'weakening', 'newly', 'planted', 'trees', '.']	[[0], [0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
138	['The', 'pattern', 'of', 'damage', 'is', 'distinct', 'from', 'that', 'of', 'caterpillars', 'later', 'in', 'the', 'year', ',', 'as', 'earwigs', 'characteristically', 'remove', 'semicircles', 'of', 'petal', 'and', 'leaf', 'tissue', 'from', 'the', 'tips', ',', 'rather', 'than', 'internally', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
139	['Greasebands', 'applied', 'just', 'before', 'blossom', 'are', 'effective', '.']	[[0], [0], [0], [0], [0], [0], [0], [0]]
140	"['[', 'failed', 'verification', ']', '\n', 'The', 'larvae', 'of', 'such', 'moth', 'species', 'as', 'the', 'peachtree', 'borer', '(', 'Synanthedon', 'exitiosa', ')', ',', 'the', 'yellow', 'peach', 'moth', '(', 'Conogethes', 'punctiferalis', ')', ',', 'the', 'well', '-', 'marked', 'cutworm', '(', 'Abagrotis', 'orbis', ')', ',', 'Lyonetia', 'prunifoliella', ',', 'Phyllonorycter', 'hostis', ',', 'the', 'fruit', 'tree', 'borer', '(', 'Maroga', 'melanostigma', ')', ',', 'Parornix', 'anguliferella', ',', 'Parornix', 'finitimella', ',', 'Caloptilia', 'zachrysa', ',', 'Phyllonorycter', 'crataegella', ',', 'Trifurcula', 'sinica', ',', 'Suzuki', ""'s"", 'promolactis', 'moth', '(', 'Promalactis', 'suzukiella', ')', ',', 'the', 'white', '-', 'spotted', 'tussock', 'moth', '(', 'Orgyia', 'thyellina', ')', ',', 'the', 'apple', 'leafroller', '(', 'Archips', 'termias', ')', ',', 'the', 'catapult', 'moth', '(', 'Serrodes', 'partita', ')', ',', 'the', 'wood', 'groundling', '(', 'Parachronistis', 'albiceps', ')', 'or', 'the', 'omnivorous', 'leafroller', '(', 'Platynota', 'stultana', ')', 'are', 'reported', 'to', 'feed', 'on', 'P.', 'persica', '.']"	[[3], [1], [0], [0], [1], [1], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
141	['The', 'flatid', 'planthopper', '(', 'Metcalfa', 'pruinosa', ')', 'causes', 'damage', 'to', 'fruit', 'trees', '.']	[[1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
142	['The', 'tree', 'is', 'also', 'a', 'host', 'plant', 'for', 'such', 'species', 'as', 'the', 'Japanese', 'beetle', '(', 'Popillia', 'japonica', ')', ',', 'the', 'unmonsuzume', '(', 'Callambulyx', 'tatarinovii', ')', ',', 'the', 'promethea', 'silkmoth', '(', 'Callosamia', 'promethea', ')', ',', 'the', 'orange', 'oakleaf', '(', 'Kallima', 'inachus', ')', ',', 'Langia', 'zenzeroides', ',', 'the', 'speckled', 'emperor', '(', 'Gynanisa', 'maja', ')', 'or', 'the', 'brown', 'playboy', '(', 'Deudorix', 'antalus', ')', '.']	[[0], [3], [3], [3], [2], [0], [3], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
143	['The', 'European', 'red', 'mite', '(', 'Panonychus', 'ulmi', ')', 'or', 'the', 'yellow', 'mite', '(', 'Lorryia', 'formosa', ')', 'are', 'also', 'found', 'on', 'the', 'peach', 'tree', '.']	[[0], [0], [1], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
144	['It', 'is', 'a', 'good', 'pollen', 'source', 'for', 'honey', 'bees', 'and', 'a', 'honeydew', 'source', 'for', 'aphids', '.']	[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]
