ID	tokens	pos_tags	chunk_tags	ner_tags
33	"['[', '13', ']', '\n', 'The', 'most', 'powerful', 'of', 'the', 'Wuffingas', 'kings', 'was', 'Rædwald', ',', '""', 'son', 'of', 'Tytil', ',', 'whose', 'father', 'was', 'Wuffa"",[3', ']', 'according', 'to', 'the', 'Ecclesiastical', 'History', '.']"	[16, 8, 12, 5, 2, 0, 1, 5, 11, 7, 3, 11, 12, 12, 7, 1, 11, 12, 5, 7, 3, 0, 16, 15, 1, 5, 11, 11, 12, -1]	[19, 0, 0, 0, 0, 3, 1, 13, 0, 11, 12, 21, 11, 0, 0, 11, 13, 11, 0, 0, 11, 21, 1, 19, 21, 13, 0, 11, 12, 0]	[7, 8, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
34	['For', 'a', 'brief', 'period', 'in', 'the', 'early', '7th', 'century', ',', 'whilst', 'Rædwald', 'ruled', ',', 'East', 'Anglia', 'was', 'among', 'the', 'most', 'powerful', 'kingdoms', 'in', 'Anglo', '-', 'Saxon', 'England', ':', 'he', 'was', 'described', 'by', 'Bede', 'as', 'the', 'overlord', 'of', 'the', 'kingdoms', 'south', 'of', 'the', 'Humber', '.']	[1, 5, 0, 7, 1, 5, 0, 0, 7, 12, 13, 11, 15, 12, 11, 11, 3, 1, 5, 2, 0, 7, 1, 11, 12, 11, 11, 12, 10, 3, 15, 1, 11, 1, 5, 7, 1, 5, 7, 2, 1, 5, 11, 12]	[13, 0, 1, 11, 13, 0, 1, 2, 11, 0, 17, 11, 21, 0, 11, 12, 21, 13, 0, 3, 1, 11, 13, 11, 0, 11, 12, 0, 0, 21, 22, 13, 11, 13, 0, 11, 13, 0, 11, 3, 13, 0, 11, 0]	[7, 6, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
35	['[', '14', ']', 'and', 'the', 'Anglo', '-', 'Saxon', 'Chronicle', 'identifies', 'him', 'as', 'Bretwalda', '.']	[16, 8, 12, 4, 5, 11, 12, 11, 11, 15, 10, 1, 11, 12]	[19, 0, 0, 0, 0, 11, 0, 11, 12, 21, 0, 13, 11, 0]	[7, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
36	['In', '616', ',', 'he', 'had', 'been', 'strong', 'enough', 'to', 'defeat', 'and', 'kill', 'the', 'Northumbrian', 'king', 'Æthelfrith', 'at', 'the', 'Battle', 'of', 'the', 'River', 'Idle', 'and', 'enthrone', 'Edwin', 'of', 'Northumbria', '.']	[1, 8, 12, 10, 3, 3, 0, 2, 9, 15, 4, 15, 5, 0, 7, 11, 1, 5, 11, 1, 5, 11, 11, 4, 7, 11, 1, 11, 12]	[13, 0, 0, 0, 21, 22, 1, 3, 15, 21, 0, 21, 0, 1, 11, 12, 13, 0, 11, 13, 0, 11, 12, 0, 11, 12, 13, 11, 0]	[7, 8, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
37	['[', '15', ']', 'He', 'was', 'probably', 'the', 'individual', 'honoured', 'by', 'the', 'sumptuous', 'ship', 'burial', 'at', 'Sutton', 'Hoo', '.']	[16, 16, 12, 10, 3, 2, 5, 7, 15, 1, 5, 0, 7, 7, 1, 11, 11, 12]	[19, 20, 0, 0, 21, 3, 0, 11, 21, 13, 0, 1, 11, 12, 13, 11, 12, 0]	[7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
38	['[', '16', ']', 'It', 'has', 'been', 'suggested', 'by', 'Blair', ',', 'on', 'the', 'strength', 'of', 'parallels', 'between', 'some', 'objects', 'found', 'under', 'Mound', '1', 'at', 'Sutton', 'Hoo', 'and', 'those', 'discovered', 'at', 'Vendel', 'in', 'Sweden', ',', 'that', 'the', 'Wuffingas', 'may', 'have', 'been', 'descendants', 'of', 'an', 'eastern', 'Swedish', 'royal', 'family', '.']	[16, 8, 12, 10, 3, 3, 15, 1, 11, 12, 1, 5, 7, 1, 7, 1, 5, 7, 15, 1, 11, 8, 1, 11, 11, 4, 10, 15, 1, 11, 1, 11, 12, 13, 5, 11, 3, 3, 3, 7, 1, 5, 0, 0, 0, 7, 12]	[19, 0, 0, 0, 21, 22, 22, 13, 11, 0, 13, 0, 11, 13, 11, 13, 0, 11, 21, 13, 11, 0, 13, 11, 12, 0, 0, 21, 13, 11, 13, 11, 0, 17, 0, 11, 21, 22, 22, 11, 13, 0, 1, 2, 2, 11, 0]	[7, 2, 2, 4, 1, 6, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
39	['However', ',', 'the', 'items', 'previously', 'thought', 'to', 'have', 'come', 'from', 'Sweden', 'are', 'now', 'believed', 'to', 'have', 'been', 'made', 'in', 'England', ',', 'and', 'it', 'seems', 'less', 'likely', 'that', 'the', 'Wuffingas', 'were', 'of', 'Swedish', 'origin', '.']	[2, 12, 5, 7, 2, 15, 9, 3, 15, 1, 11, 3, 2, 15, 9, 3, 3, 15, 1, 11, 12, 4, 10, 15, 2, 0, 13, 5, 11, 3, 1, 0, 7, 12]	[3, 0, 0, 11, 3, 21, 15, 21, 22, 13, 11, 21, 3, 21, 15, 21, 22, 22, 13, 11, 0, 0, 0, 21, 3, 1, 17, 0, 11, 21, 13, 1, 11, 0]	[5, 6, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
40	['[', '13', ']', '\n', 'Anglo', '-', 'Saxon', 'Christianity', 'became', 'established', 'in', 'the', '7th', 'century', '.']	[16, 8, 12, 11, 12, 11, 11, 3, 15, 1, 5, 0, 7, 12, -1]	[19, 0, 0, 0, 11, 0, 11, 12, 21, 22, 13, 0, 1, 11, 0]	[7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
41	['The', 'extent', 'to', 'which', 'paganism', 'was', 'displaced', 'is', 'exemplified', 'by', 'a', 'lack', 'of', 'any', 'East', 'Anglian', 'settlement', 'named', 'after', 'the', 'old', 'gods', '.']	[5, 7, 9, 5, 7, 3, 15, 3, 15, 1, 5, 7, 1, 5, 0, 0, 7, 15, 1, 5, 0, 7, 12]	[0, 11, 15, 0, 11, 21, 22, 22, 22, 13, 0, 11, 13, 0, 1, 2, 11, 21, 13, 0, 1, 11, 0]	[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
42	['[', '17', ']', '\n', 'In', '604', ',', 'Rædwald', 'became', 'the', 'first', 'East', 'Anglian', 'king', 'to', 'be', 'baptised', '.']	[16, 8, 16, 1, 8, 12, 11, 15, 5, 0, 11, 0, 7, 9, 3, 15, 12, -1]	[19, 0, 19, 0, 13, 0, 0, 11, 21, 0, 1, 11, 1, 11, 15, 21, 22, 0]	[7, 8, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
43	['He', 'maintained', 'a', 'Christian', 'altar', ',', 'but', 'at', 'the', 'same', 'time', 'continued', 'to', 'worship', 'pagan', 'gods', '.']	[10, 15, 5, 0, 7, 12, 4, 1, 5, 0, 7, 15, 9, 15, 0, 7, 12]	[0, 21, 0, 1, 11, 0, 0, 13, 0, 1, 11, 21, 15, 21, 1, 11, 0]	[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
44	"['[', '18', ']', 'From', '616', ',', 'when', 'pagan', 'monarchs', 'briefly', 'returned', 'in', 'Kent', 'and', 'Essex', ',', 'East', 'Anglia', 'until', 'Rædwald', ""'s"", 'death', 'was', 'the', 'only', 'Anglo', '-', 'Saxon', 'kingdom', 'with', 'a', 'reigning', 'baptised', 'king', '.']"	[16, 8, 12, 1, 8, 12, 13, 11, 2, 2, 15, 1, 11, 4, 11, 12, 11, 11, 13, 11, 9, 7, 3, 5, 0, 0, 12, 11, 7, 1, 5, 15, 15, 7, 12]	[19, 0, 0, 13, 0, 0, 17, 11, 3, 4, 21, 13, 11, 0, 11, 0, 11, 12, 17, 11, 15, 11, 21, 0, 1, 2, 0, 11, 12, 13, 0, 21, 22, 11, 0]	[7, 8, 6, 5, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
45	['On', 'his', 'death', 'in', 'around', '624', ',', 'he', 'was', 'succeeded', 'by', 'his', 'son', 'Eorpwald', ',', 'who', 'was', 'soon', 'afterwards', 'converted', 'from', 'paganism', 'under', 'the', 'influence', 'of', 'Edwin,[3', ']', 'but', 'his', 'new', 'religion', 'was', 'evidently', 'opposed', 'in', 'East', 'Anglia', 'and', 'Eorpwald', 'met', 'his', 'death', 'at', 'the', 'hands', 'of', 'a', 'pagan', ',', 'Ricberht', '.']	[1, 10, 7, 1, 1, 8, 12, 10, 3, 15, 1, 10, 7, 11, 12, 10, 3, 2, 2, 15, 1, 7, 1, 5, 7, 1, 11, 12, 4, 10, 0, 7, 3, 2, 15, 1, 11, 11, 4, 11, 15, 10, 7, 1, 5, 7, 1, 5, 7, 12, 11, 12]	[13, 0, 11, 13, 14, 0, 0, 0, 21, 22, 13, 0, 11, 12, 0, 0, 21, 3, 4, 21, 13, 11, 13, 0, 11, 13, 11, 0, 0, 0, 1, 11, 21, 3, 21, 13, 11, 12, 0, 11, 21, 0, 11, 13, 0, 11, 13, 0, 11, 0, 11, 0]	[7, 2, 5, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
46	"['After', 'three', 'years', 'of', 'apostasy', ',', 'Christianity', 'prevailed', 'with', 'the', 'accession', 'of', 'Eorpwald', ""'s"", 'brother', '(', 'or', 'step', '-', 'brother', ')', 'Sigeberht', ',', 'who', 'had', 'been', 'baptised', 'during', 'his', 'exile', 'in', 'Francia', '.']"	[1, 8, 7, 1, 7, 12, 11, 15, 1, 5, 7, 1, 11, 9, 7, 12, 4, 7, 12, 7, 12, 11, 12, 10, 3, 3, 15, 1, 10, 7, 1, 11, 12]	[13, 0, 11, 13, 11, 0, 11, 21, 13, 0, 11, 13, 11, 15, 11, 0, 0, 11, 0, 11, 0, 11, 0, 0, 21, 22, 22, 13, 0, 11, 13, 11, 0]	[7, 8, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
47	['[', '19', ']', 'Sigeberht', 'oversaw', 'the', 'establishment', 'of', 'the', 'first', 'East', 'Anglian', 'see', 'for', 'Felix', 'of', 'Burgundy', 'at', 'Dommoc', ',', 'probably', 'Dunwich', '.']	[16, 8, 12, 3, 15, 5, 7, 1, 5, 0, 11, 11, 7, 1, 11, 1, 11, 1, 11, 12, 2, 11, 12]	[19, 0, 0, 21, 22, 0, 11, 13, 0, 1, 11, 12, 12, 13, 11, 13, 11, 13, 11, 0, 3, 11, 0]	[7, 8, 8, 7, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
48	['[', '20', ']', 'He', 'later', 'abdicated', 'in', 'favour', 'of', 'his', 'brother', 'Ecgric', 'and', 'retired', 'to', 'a', 'monastery', '.']	[16, 8, 12, 10, 2, 15, 1, 7, 1, 10, 7, 11, 4, 15, 1, 5, 7, 12]	[19, 0, 0, 0, 3, 21, 13, 11, 13, 0, 11, 12, 0, 21, 13, 0, 11, 0]	[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
49	['[', '21', ']', '\n', 'The', 'three', 'daughters', 'of', 'Anna', 'of', 'East', 'Anglia', ',', 'Æthelthryth', ',', 'Wendreda', ',', 'Seaxburh', 'of', 'Ely', ',', 'are', 'associated', 'with', 'the', 'founding', 'of', 'abbeys', '.']	[16, 8, 12, 5, 8, 7, 1, 11, 1, 11, 11, 12, 11, 12, 11, 12, 11, 1, 11, 12, 3, 15, 1, 5, 7, 1, 7, 12, -1]	[19, 0, 0, 0, 0, 0, 11, 13, 11, 13, 11, 12, 0, 11, 0, 11, 0, 11, 13, 11, 0, 21, 22, 13, 0, 11, 13, 11, 0]	[7, 8, 6, 6, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
50	['The', 'eminence', 'of', 'East', 'Anglia', 'under', 'Rædwald', 'fell', 'victim', 'to', 'the', 'rising', 'power', 'of', 'Penda', 'of', 'Mercia', 'and', 'successors', '.']	[5, 7, 1, 11, 11, 1, 11, 15, 7, 1, 5, 15, 7, 1, 11, 1, 11, 4, 7, 12]	[0, 11, 13, 11, 12, 13, 11, 21, 11, 13, 0, 21, 11, 13, 11, 13, 11, 0, 11, 0]	[6, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
51	['From', 'the', 'mid-7th', 'to', 'early', '9th', 'centuries', 'Mercian', 'power', 'grew', ',', 'until', 'a', 'vast', 'region', 'from', 'the', 'Thames', 'to', 'the', 'Humber', ',', 'including', 'East', 'Anglia', 'and', 'the', 'south', '-', 'east', ',', 'came', 'under', 'Mercian', 'hegemony', '.']	[1, 5, 8, 1, 0, 0, 7, 0, 7, 15, 12, 1, 5, 0, 7, 1, 5, 11, 1, 5, 11, 12, 15, 11, 11, 4, 5, 11, 12, 11, 12, 15, 1, 0, 7, 12]	[13, 0, 0, 13, 1, 2, 11, 1, 11, 21, 0, 13, 0, 1, 11, 13, 0, 11, 13, 0, 11, 0, 21, 11, 12, 0, 0, 11, 0, 11, 0, 21, 13, 1, 11, 0]	[7, 8, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
52	['[', '22', ']', 'In', 'the', 'early', '640s', ',', 'Penda', 'defeated', 'and', 'killed', 'both', 'Ecgric', 'and', 'Sigeberht,[18', ']', 'who', ',', 'having', 'retired', 'to', 'religious', 'life', 'was', 'later', 'venerated', 'as', 'a', 'saint', '.']	[16, 8, 16, 1, 5, 0, 7, 12, 11, 15, 4, 15, 10, 0, 4, 11, 12, 10, 12, 3, 15, 1, 0, 7, 3, 2, 15, 1, 5, 7, 12]	[19, 0, 19, 13, 0, 1, 11, 0, 11, 21, 0, 21, 0, 1, 0, 11, 0, 0, 0, 21, 22, 13, 1, 11, 21, 3, 21, 13, 0, 11, 0]	[7, 8, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
53	"['[', '23', ']', 'Ecgric', ""'s"", 'successor', 'Anna', 'and', 'Anna', ""'s"", 'son', 'Jurmin', 'were', 'killed', 'in', '654', 'at', 'the', 'Battle', 'of', 'Bulcamp', ',', 'near', 'Blythburgh', '.']"	[16, 8, 12, 11, 9, 7, 11, 4, 11, 9, 7, 11, 3, 15, 1, 8, 1, 5, 11, 1, 11, 12, 1, 11, 12]	[19, 0, 0, 11, 15, 11, 12, 0, 11, 15, 11, 12, 21, 22, 13, 0, 13, 0, 11, 13, 11, 0, 13, 11, 0]	[7, 4, 2, 1, 1, 7, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
54	"['[', '24', ']', 'Freed', 'from', 'Anna', ""'s"", 'challenge', ',', 'Penda', 'subjected', 'East', 'Anglia', 'to', 'the', 'Mercians', '.']"	[16, 8, 12, 15, 1, 11, 9, 7, 12, 11, 15, 11, 11, 1, 5, 11, 12]	[19, 0, 0, 21, 13, 11, 15, 11, 0, 11, 21, 11, 12, 13, 0, 11, 0]	[7, 2, 2, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
55	['[', '25', ']', 'In', '655', 'Æthelhere', 'of', 'East', 'Anglia', 'joined', 'Penda', 'in', 'a', 'campaign', 'against', 'Oswiu', 'that', 'ended', 'in', 'a', 'massive', 'Mercian', 'defeat', 'at', 'the', 'Battle', 'of', 'the', 'Winwaed', ',', 'where', 'Penda', 'and', 'his', 'ally', 'Æthelhere', 'were', 'killed', '.']	[16, 8, 12, 1, 8, 11, 1, 11, 11, 15, 11, 1, 5, 7, 1, 11, 10, 15, 1, 5, 0, 0, 7, 1, 5, 11, 1, 5, 11, 12, 13, 11, 4, 10, 7, 11, 3, 15, 12]	[19, 0, 0, 13, 0, 11, 13, 11, 12, 21, 11, 13, 0, 11, 13, 11, 0, 21, 13, 0, 1, 2, 11, 13, 0, 11, 13, 0, 11, 0, 17, 11, 0, 0, 11, 12, 21, 22, 0]	[7, 8, 2, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
56	['[', '26', ']', '\n', 'The', 'last', 'Wuffingas', 'king', 'was', 'Ælfwald', ',', 'who', 'died', 'in', '749', '.']	[16, 8, 12, 5, 0, 11, 7, 3, 11, 12, 10, 15, 1, 8, 12, -1]	[19, 0, 0, 0, 0, 1, 11, 12, 21, 11, 0, 0, 21, 13, 0, 0]	[7, 8, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
57	['[', '27', ']', 'During', 'the', 'late', '7th', 'and', '8th', 'centuries', 'East', 'Anglia', 'continued', 'to', 'be', 'overshadowed', 'by', 'Mercian', 'hegemony', 'until', ',', 'in', '794', ',', 'Offa', 'of', 'Mercia', 'had', 'the', 'East', 'Anglian', 'king', 'Æthelberht', 'executed', 'and', 'then', 'took', 'control', 'of', 'the', 'kingdom', 'for', 'himself', '.']	[16, 8, 12, 1, 5, 0, 0, 4, 0, 7, 11, 11, 15, 9, 3, 15, 1, 0, 7, 13, 12, 1, 8, 12, 11, 1, 11, 15, 5, 0, 0, 7, 11, 15, 4, 2, 15, 7, 1, 5, 7, 1, 10, 12]	[19, 0, 0, 13, 0, 1, 2, 0, 1, 11, 12, 12, 21, 15, 21, 22, 13, 1, 11, 17, 0, 13, 0, 0, 11, 13, 11, 21, 0, 1, 2, 11, 12, 21, 0, 3, 21, 11, 13, 0, 11, 13, 0, 0]	[7, 8, 6, 7, 8, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
58	"['[', '28', ']', 'A', 'brief', 'revival', 'of', 'East', 'Anglian', 'independence', 'under', 'Eadwald', ',', 'after', 'Offa', ""'s"", 'death', 'in', '796', ',', 'was', 'suppressed', 'by', 'the', 'new', 'Mercian', 'king', ',', 'Coenwulf', '.']"	[16, 8, 16, 5, 0, 7, 1, 0, 0, 7, 1, 11, 12, 1, 11, 9, 7, 1, 8, 12, 3, 15, 1, 5, 0, 0, 7, 12, 11, 12]	[19, 0, 19, 0, 1, 11, 13, 1, 2, 11, 13, 11, 0, 13, 11, 15, 11, 13, 0, 0, 21, 22, 13, 0, 1, 2, 11, 0, 11, 0]	[7, 8, 1, 6, 7, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
59	['[', '29', ']', '\n', 'East', 'Anglian', 'independence', 'was', 'restored', 'by', 'a', 'rebellion', 'against', 'Mercia', 'led', 'by', 'Æthelstan', 'in', '825', '.']	[16, 8, 12, 0, 0, 7, 3, 15, 1, 5, 7, 1, 11, 15, 1, 11, 1, 8, 12, -1]	[19, 0, 0, 0, 1, 2, 11, 21, 22, 13, 0, 11, 13, 11, 21, 13, 11, 13, 0, 0]	[7, 8, 2, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
60	"['Beornwulf', 'of', 'Mercia', ""'s"", 'attempt', 'to', 'restore', 'Mercian', 'control', 'resulted', 'in', 'his', 'defeat', 'and', 'death', ',', 'and', 'his', 'successor', 'Ludeca', 'met', 'the', 'same', 'end', 'in', '827', '.']"	[11, 1, 11, 9, 7, 9, 15, 0, 7, 15, 1, 10, 7, 4, 7, 12, 4, 10, 7, 11, 15, 5, 0, 7, 1, 8, 12]	[11, 13, 11, 15, 11, 15, 21, 1, 11, 21, 13, 0, 11, 0, 11, 0, 0, 0, 11, 12, 21, 0, 1, 11, 13, 0, 0]	[1, 7, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
61	['The', 'East', 'Angles', 'appealed', 'to', 'Egbert', 'of', 'Wessex', 'for', 'protection', 'against', 'the', 'Mercians', 'and', 'Æthelstan', 'then', 'acknowledged', 'Egbert', 'as', 'his', 'overlord', '.']	[5, 11, 11, 15, 1, 11, 1, 11, 1, 7, 1, 5, 11, 4, 11, 2, 15, 11, 1, 10, 7, 12]	[0, 11, 12, 21, 13, 11, 13, 11, 13, 11, 13, 0, 11, 0, 11, 3, 21, 11, 13, 0, 11, 0]	[4, 7, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
62	['Whilst', 'Wessex', 'took', 'control', 'of', 'the', 'south', '-', 'eastern', 'kingdoms', 'absorbed', 'by', 'Mercia', 'in', 'the', '8th', 'century', ',', 'East', 'Anglia', 'could', 'retain', 'its', 'independence', '.']	[13, 11, 15, 7, 1, 5, 2, 12, 11, 7, 15, 1, 11, 1, 5, 0, 7, 12, 11, 11, 3, 15, 10, 7, 12]	[17, 11, 21, 11, 13, 0, 3, 0, 11, 12, 21, 13, 11, 13, 0, 1, 11, 0, 11, 12, 21, 22, 0, 11, 0]	[1, 1, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
63	['[', '30', ']', '\n', 'In', '865', ',', 'East', 'Anglia', 'was', 'invaded', 'by', 'the', 'Danish', 'Great', 'Heathen', 'Army', ',', 'which', 'occupied', 'winter', 'quarters', 'and', 'secured', 'horses', 'before', 'departing', 'for', 'Northumbria', '.']	[16, 8, 16, 1, 8, 12, 11, 11, 3, 15, 1, 5, 11, 11, 11, 11, 12, 10, 15, 7, 7, 4, 15, 7, 1, 15, 1, 11, 12, -1]	[19, 0, 19, 0, 13, 0, 0, 11, 12, 21, 22, 13, 0, 11, 12, 12, 12, 0, 0, 21, 11, 12, 0, 21, 11, 13, 21, 13, 11, 0]	[7, 8, 5, 4, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
64	['[', '31', ']', 'The', 'Danes', 'returned', 'in', '869', 'to', 'winter', 'at', 'Thetford', ',', 'before', 'being', 'attacked', 'by', 'the', 'forces', 'of', 'Edmund', 'of', 'East', 'Anglia', ',', 'who', 'was', 'defeated', 'and', 'killed', 'at', 'Hægelisdun[b', ']', 'and', 'then', 'buried', 'at', 'Beodericsworth', '.']	[16, 8, 12, 5, 11, 15, 1, 8, 1, 7, 1, 11, 12, 1, 3, 15, 1, 5, 7, 1, 11, 1, 11, 11, 12, 10, 3, 15, 4, 15, 1, 8, 12, 4, 2, 15, 1, 11, 12]	[19, 0, 0, 0, 11, 21, 13, 0, 13, 11, 13, 11, 0, 13, 21, 22, 13, 0, 11, 13, 11, 13, 11, 12, 0, 0, 21, 22, 0, 21, 13, 0, 0, 0, 3, 21, 13, 11, 0]	[7, 8, 8, 6, 5, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
65	"['Following', 'his', 'death', 'Edmund', 'became', 'known', 'as', ""'"", 'the', 'Martyr', ""'"", 'and', 'venerated', 'as', 'patron', 'saint', 'and', 'the', 'town', 'of', 'Bury', 'St', 'Edmunds', 'was', 'established', 'there', '.']"	[15, 10, 7, 11, 3, 15, 1, 12, 5, 11, 12, 4, 15, 1, 7, 7, 4, 5, 7, 1, 11, 11, 11, 3, 15, 2, 12]	[21, 0, 11, 12, 21, 22, 13, 0, 0, 11, 0, 0, 21, 13, 11, 12, 0, 0, 11, 13, 11, 12, 12, 21, 22, 3, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
66	['From', 'then', 'on', 'East', 'Anglia', 'effectively', 'ceased', 'to', 'be', 'an', 'independent', 'kingdom', '.']	[1, 2, 1, 11, 11, 2, 15, 9, 3, 5, 0, 7, 12]	[13, 3, 13, 11, 12, 3, 21, 15, 21, 0, 1, 11, 0]	[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
67	['Having', 'defeated', 'the', 'East', 'Angles', ',', 'the', 'Danes', 'installed', 'puppet', '-', 'kings', 'to', 'govern', 'on', 'their', 'behalf', ',', 'while', 'they', 'resumed', 'their', 'campaigns', 'against', 'Mercia', 'and', 'Wessex', '.']	[3, 15, 5, 11, 11, 12, 5, 11, 15, 7, 12, 7, 9, 15, 1, 10, 7, 12, 13, 10, 15, 10, 7, 1, 11, 4, 11, 12]	[21, 22, 0, 11, 12, 0, 0, 11, 21, 11, 0, 11, 15, 21, 13, 0, 11, 0, 17, 0, 21, 0, 11, 13, 11, 0, 11, 0]	[0, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
68	['[', '34', ']', 'In', '878', 'the', 'last', 'active', 'portion', 'of', 'the', 'Great', 'Heathen', 'Army', 'was', 'defeated', 'by', 'Alfred', 'the', 'Great', 'and', 'withdrew', 'from', 'Wessex', 'after', 'making', 'peace', 'and', 'agreeing', 'that', 'the', 'Danes', 'would', 'treat', 'the', 'Christians', 'equally', '.']	[16, 8, 16, 1, 8, 5, 0, 0, 7, 1, 5, 11, 11, 11, 3, 15, 1, 11, 5, 11, 4, 15, 1, 11, 1, 15, 7, 4, 15, 13, 5, 11, 3, 15, 5, 11, 2, 12]	[19, 0, 19, 13, 0, 0, 1, 2, 11, 13, 0, 11, 12, 12, 21, 22, 13, 11, 0, 11, 0, 21, 13, 11, 13, 21, 11, 0, 21, 17, 0, 11, 21, 22, 0, 11, 3, 0]	[7, 8, 3, 3, 8, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
